,0
544,startseq  child on red slide endseq
545,startseq  man putting little boy wearing orange into child swing endseq
546,startseq  dark haired woman wearing brown jacket and fatigue bottoms and balding man wearing green sweater and blue jeans with fishing pole stand at the foot of the surf endseq
547,startseq  group of females in white suits are in petting zoo with two goats endseq
548,startseq  couple dressed in hoodies kissing on the beach endseq
549,startseq  girl and boy hugging on bridge endseq
550,startseq  boy tries to put screen on window endseq
551,startseq  black and white dog runs around farm animal inside fenced yard endseq
552,startseq  child swims with woman endseq
553,startseq  man dressed in camouflage riding motorbike endseq
554,startseq  man in red shorts is walking along rocks by river carrying stick endseq
555,startseq  girl wearing pink hoodie looks through her camera endseq
556,startseq  child is doing back flip whilst jumping on trampoline endseq
557,startseq  brown and white dog is standing in the river by the bank endseq
558,startseq  boy points endseq
559,startseq  dog trying to catch ball endseq
560,startseq  group of girls are posing together with males nearby endseq
561,startseq  black dog plays with another animal endseq
562,startseq  black dog runs on green grass with its mouth open endseq
563,startseq  man in white shirt and sunglasses gazes into the horizon endseq
564,startseq  brunette woman in blue shirt too small for her standing behind casuallydressed people endseq
565,startseq  girl in pink twirls ribbon endseq
566,startseq  girl jumping in the grass endseq
567,startseq  brown black and tan dog run in the ocean endseq
568,startseq  two children are playing with kite out in wide open countryside endseq
569,startseq  man maneuvers motorcycle through rocky stream endseq
570,startseq  homeless man sitting on sofa under an overpass endseq
571,startseq  dog with mud stuck on his underside is running on grass endseq
572,startseq  boy and girl running along the beach endseq
573,startseq  dog is running with yellow tennis ball and wearing red harness endseq
574,startseq  black dog is running through the shallow edge of large body of water endseq
575,startseq  dog is jumping into the water endseq
576,startseq  grey colored dog walks in wet sand at beach endseq
577,startseq  man dressed as jack sparrow from pirates of the caribbean endseq
578,startseq  man in blue shirt and jeans stands behind sign that says mark mom finley endseq
579,startseq  little boy plays with water toy while others watch endseq
580,startseq  man in yellow jacket with many colorful wristbands is smiling endseq
581,startseq  crowded street in europe endseq
582,startseq  two hikers rest on snowcovered mountain endseq
583,startseq  boxy building group of trees church at sunset endseq
584,startseq  child with skull on his shirt is sitting in front of some plants and building and is holding onto handlebars endseq
585,startseq  boy in red jacket does gymnastic maneuver on grassy athletic field endseq
586,startseq  brown dog brings up some dust as he runs around field endseq
587,startseq  female in green shirt standing while traffic passes endseq
588,startseq  girl is reading while drinking starbuck coffee endseq
589,startseq  boys kicking soccer ball in the grass under tree endseq
590,startseq  girl sits with excavating tools examining rock endseq
591,startseq  dog is running in field endseq
592,startseq  skydiver safely lands while another watches from the ground endseq
593,startseq  big hound dog walking on log in the woods endseq
594,startseq  girl is sitting on the beach and staring at the ocean endseq
595,startseq  grey and white dog is biting the ear of white and brown dog endseq
596,startseq  little girl in swing laughs endseq
597,startseq  dog chewing blue rope while two men watch from behind endseq
598,startseq  man is camping on beach shore endseq
599,startseq  man cooking food at his campsite endseq
600,startseq  child plays on the ground in pile of leaves endseq
601,startseq  closeup of girl holding heart necklace and looking at it endseq
602,startseq  little white dog begs endseq
603,startseq  man in black jacket is has white headphone in his ear endseq
604,startseq  couple dogs in and around small lake of water near highway endseq
605,startseq  two girls are wearing life vests and hugging each other endseq
606,startseq  large orange dog and little orange dog with another third dog in the grass endseq
607,startseq  man in blue shirt is spraying sand sculpture endseq
608,startseq  blonde child climbing across net endseq
609,startseq  children playing at the beach endseq
610,startseq  girl with arms raised in sliding down red and white slide endseq
611,startseq  boy jumps from the top of blue plastic slide endseq
612,startseq  boy and girl playing cricket endseq
613,startseq  band performs in dimly lit setting endseq
614,startseq  girl is playing an electric guitar in front of an amplifier endseq
615,startseq  lone man stands on rocky outcropping and looks out over the wilderness endseq
616,startseq  child is laying in bubble bath holding yellow scrubbing brush up to his mouth as if singing into microphone endseq
617,startseq  baby and young boy playing endseq
618,startseq  boy holds red bucket up to pony endseq
619,startseq  brown and black dog playing in the snow endseq
620,startseq  man holds flag next to snowbound campsite endseq
621,startseq  man in pink shirt is showing magic trick to boy in blue shirt endseq
622,startseq  woman is walking past an artificial waterfall endseq
623,startseq  group of kids in red and white playing soccer endseq
624,startseq  brown dog is jumping up at woman who is wearing brown skirt endseq
625,startseq  dog in field endseq
626,startseq  brown dog playing in mud endseq
627,startseq  girl is all decked out with razzling jewelry endseq
628,startseq  couple sit on the hood of car with their backs to the camera endseq
629,startseq  black station wagon with its lights on partially submerged in water with wooded area behind it endseq
